#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP
Escherichia coli	D3	19668	SAMN03252421 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900635.1 	5.23617	50.6627	chromosome:NZ_CP010140.1/CP010140.1; plasmid A:NZ_CP010141.1/CP010141.1; plasmid B:NZ_CP010142.1/CP010142.1	-	3	5484	5119	2016/12/12	2017/03/02	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/635/GCF_001900635.1_ASM190063v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/635/GCA_001900635.1_ASM190063v1
Escherichia coli	D4	19668	SAMN03252422 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900655.1 	4.93546	50.7005	chromosome:NZ_CP010143.1/CP010143.1; plasmid A:NZ_CP010144.1/CP010144.1	-	2	5078	4714	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/655/GCF_001900655.1_ASM190065v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/655/GCA_001900655.1_ASM190065v1
Escherichia coli	D5	19668	SAMN03252423 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900675.1 	5.01909	50.8288	chromosome:NZ_CP010145.1/CP010145.1; plasmid A:NZ_CP010146.1/CP010146.1; plasmid B:NZ_CP010147.1/CP010147.1	-	3	5198	4820	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/675/GCF_001900675.1_ASM190067v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/675/GCA_001900675.1_ASM190067v1
Escherichia coli	D6	19668	SAMN03252424 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900695.1 	4.91085	50.9244	chromosome:NZ_CP010148.1/CP010148.1; plasmid A:NZ_CP010149.1/CP010149.1	-	2	5031	4726	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/695/GCF_001900695.1_ASM190069v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/695/GCA_001900695.1_ASM190069v1
Escherichia coli	D9	19668	SAMN03252427 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900715.1 	4.87428	50.7113	chromosome:NZ_CP010152.1/CP010152.1; plasmid A:NZ_CP010153.1/CP010153.1; plasmid B:NZ_CP010154.1/CP010154.1; plasmid C:NZ_CP010155.1/CP010155.1; plasmid D:NZ_CP010156.1/CP010156.1	-	5	5006	4648	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/715/GCF_001900715.1_ASM190071v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/715/GCA_001900715.1_ASM190071v1
Escherichia coli	D10	19668	SAMN03252428 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900735.1 	5.24768	50.7729	chromosome:NZ_CP010157.1/CP010157.1; plasmid A:NZ_CP010158.1/CP010158.1; plasmid B:NZ_CP010159.1/CP010159.1	-	3	5452	5020	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/735/GCF_001900735.1_ASM190073v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/735/GCA_001900735.1_ASM190073v1
Escherichia coli	H1	19668	SAMN03252429 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900775.1 	4.82658	50.8905	chromosome:NZ_CP010160.1/CP010160.1; plasmid A:NZ_CP010161.1/CP010161.1; plasmid B:NZ_CP010162.1/CP010162.1	-	3	4994	4557	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/775/GCF_001900775.1_ASM190077v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/775/GCA_001900775.1_ASM190077v1
Escherichia coli	H2	19668	SAMN03252430 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900795.1 	4.57786	50.7865	chromosome:NZ_CP010163.1/CP010163.1; plasmid A:NZ_CP010164.1/CP010164.1; plasmid B:NZ_CP010165.1/CP010165.1; plasmid C:NZ_CP010166.1/CP010166.1	-	4	4793	4299	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/795/GCF_001900795.1_ASM190079v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/795/GCA_001900795.1_ASM190079v1
Escherichia coli	H3	19668	SAMN03252431 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900815.1 	4.67916	50.7938	chromosome:NZ_CP010167.1/CP010167.1; plasmid A:NZ_CP010168.1/CP010168.1	-	2	4797	4502	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/815/GCF_001900815.1_ASM190081v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/815/GCA_001900815.1_ASM190081v1
Escherichia coli	H8	19668	SAMN03252435 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900835.1 	5.13721	50.6887	chromosome:NZ_CP010172.1/CP010172.1; plasmid A:NZ_CP010173.1/CP010173.1; plasmid B:NZ_CP010174.1/CP010174.1; plasmid C:NZ_CP010175.1/CP010175.1	-	4	5318	4918	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/835/GCF_001900835.1_ASM190083v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/835/GCA_001900835.1_ASM190083v1
Escherichia coli	H14	19668	SAMN03252437 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900885.1 	4.73549	50.8	chromosome:NZ_CP010177.1/CP010177.1	-	1	4810	4539	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/885/GCF_001900885.1_ASM190088v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/885/GCA_001900885.1_ASM190088v1
Escherichia coli	S3	19668	SAMN03252450 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900905.1 	4.63237	50.7	chromosome:NZ_CP010228.1/CP010228.1	-	1	4773	4480	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/905/GCF_001900905.1_ASM190090v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/905/GCA_001900905.1_ASM190090v1
Escherichia coli	S21	19668	SAMN03252452 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900925.1 	4.73362	50.8	chromosome:NZ_CP010230.1/CP010230.1	-	1	4809	4541	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/925/GCF_001900925.1_ASM190092v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/925/GCA_001900925.1_ASM190092v1
Escherichia coli	S40	19668	SAMN03252454 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900945.1 	5.39918	50.9	chromosome:NZ_CP010235.1/CP010235.1	-	1	5529	5216	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/945/GCF_001900945.1_ASM190094v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/945/GCA_001900945.1_ASM190094v1
Escherichia coli	S42	19668	SAMN03252455 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900965.1 	4.83881	50.9	chromosome:NZ_CP010236.1/CP010236.1	-	1	4937	4646	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/965/GCF_001900965.1_ASM190096v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/965/GCA_001900965.1_ASM190096v1
Escherichia coli	S43	19668	SAMN03252456 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900985.1 	5.04371	50.6	chromosome:NZ_CP010237.1/CP010237.1	-	1	5145	4768	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/985/GCF_001900985.1_ASM190098v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/985/GCA_001900985.1_ASM190098v1
Escherichia coli	H15	19668	SAMN03252438 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901005.1 	4.85797	50.7976	chromosome:NZ_CP010178.1/CP010178.1; plasmid A:NZ_CP010179.1/CP010179.1	-	2	4959	4653	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/005/GCF_001901005.1_ASM190100v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/005/GCA_001901005.1_ASM190100v1
Escherichia coli	M1	19668	SAMN03252439 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901025.1 	5.14807	50.6496	chromosome:NZ_CP010180.1/CP010180.1; plasmid A:NZ_CP010181.1/CP010181.1; plasmid B:NZ_CP010182.1/CP010182.1	-	3	5335	4977	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/025/GCF_001901025.1_ASM190102v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/025/GCA_001901025.1_ASM190102v1
Escherichia coli	M3	19668	SAMN03252440 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901045.1 	5.14634	50.6503	chromosome:NZ_CP010183.1/CP010183.1; plasmid A:NZ_CP010184.1/CP010184.1; plasmid B:NZ_CP010185.1/CP010185.1	-	3	5331	4975	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/045/GCF_001901045.1_ASM190104v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/045/GCA_001901045.1_ASM190104v1
Escherichia coli	M6	19668	SAMN03252441 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901065.1 	5.31016	50.4502	chromosome:NZ_CP010186.1/CP010186.1; plasmid A:NZ_CP010187.1/CP010187.1; plasmid B:NZ_CP010188.1/CP010188.1; plasmid C:NZ_CP010189.1/CP010189.1; plasmid D:NZ_CP010190.1/CP010190.1	-	5	5462	5047	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/065/GCF_001901065.1_ASM190106v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/065/GCA_001901065.1_ASM190106v1
Escherichia coli	M8	19668	SAMN03252442 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901085.1 	5.04558	50.5123	chromosome:NZ_CP010191.1/CP010191.1; plasmid A:NZ_CP010192.1/CP010192.1; plasmid B:NZ_CP010193.1/CP010193.1; plasmid C:NZ_CP010194.1/CP010194.1; plasmid D:NZ_CP010195.1/CP010195.1	-	5	5232	4936	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/085/GCF_001901085.1_ASM190108v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/085/GCA_001901085.1_ASM190108v1
Escherichia coli	M9	19668	SAMN03252443 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901105.1 	5.30435	50.4537	chromosome:NZ_CP010196.1/CP010196.1; plasmid A:NZ_CP010197.1/CP010197.1; plasmid B:NZ_CP010198.1/CP010198.1; plasmid C:NZ_CP010199.1/CP010199.1	-	4	5452	5049	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/105/GCF_001901105.1_ASM190110v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/105/GCA_001901105.1_ASM190110v1
Escherichia coli	M10	19668	SAMN03252444 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901125.1 	4.9548	50.8518	chromosome:NZ_CP010200.1/CP010200.1; plasmid A:NZ_CP010201.1/CP010201.1; plasmid B:NZ_CP010202.1/CP010202.1; plasmid C:NZ_CP010203.1/CP010203.1; plasmid D:NZ_CP010204.1/CP010204.1; plasmid E:NZ_CP010205.1/CP010205.1	-	6	5109	4815	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/125/GCF_001901125.1_ASM190112v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/125/GCA_001901125.1_ASM190112v1
Escherichia coli	M11	19668	SAMN03252445 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901145.1 	5.30613	50.5126	chromosome:NZ_CP010206.1/CP010206.1; plasmid A:NZ_CP010207.1/CP010207.1; plasmid B:NZ_CP010208.1/CP010208.1; plasmid C:NZ_CP010209.1/CP010209.1; plasmid D:NZ_CP010210.1/CP010210.1; plasmid E:NZ_CP010211.1/CP010211.1; plasmid F:NZ_CP010212.1/CP010212.1	-	7	5481	5077	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/145/GCF_001901145.1_ASM190114v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/145/GCA_001901145.1_ASM190114v1
Escherichia coli	M15	19668	SAMN03252446 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901165.1 	5.3285	50.4668	chromosome:NZ_CP010213.1/CP010213.1; plasmid A:NZ_CP010214.1/CP010214.1; plasmid B:NZ_CP010215.1/CP010215.1; plasmid C:NZ_CP010216.1/CP010216.1; plasmid D:NZ_CP010217.1/CP010217.1; plasmid E:NZ_CP010218.1/CP010218.1	-	6	5486	5077	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/165/GCF_001901165.1_ASM190116v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/165/GCA_001901165.1_ASM190116v1
Escherichia coli	M18	19668	SAMN03252447 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901185.1 	5.16014	50.5051	chromosome:NZ_CP010219.1/CP010219.1; plasmid A:NZ_CP010220.1/CP010220.1	-	2	5345	4994	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/185/GCF_001901185.1_ASM190118v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/185/GCA_001901185.1_ASM190118v1
Escherichia coli	M19	19668	SAMN03252448 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901215.1 	5.32715	50.4664	chromosome:NZ_CP010221.1/CP010221.1; plasmid A:NZ_CP010222.1/CP010222.1; plasmid B:NZ_CP010223.1/CP010223.1; plasmid C:NZ_CP010224.1/CP010224.1; plasmid D:NZ_CP010225.1/CP010225.1	-	5	5483	5078	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/215/GCF_001901215.1_ASM190121v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/215/GCA_001901215.1_ASM190121v1
Escherichia coli	S1	19668	SAMN03252449 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901315.1 	4.70721	50.7999	chromosome:NZ_CP010226.1/CP010226.1; plasmid A:NZ_CP010227.1/CP010227.1	-	2	4917	4509	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/315/GCF_001901315.1_ASM190131v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/315/GCA_001901315.1_ASM190131v1
Escherichia coli	S30	19668	SAMN03252453 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901365.1 	5.07285	50.6299	chromosome:NZ_CP010231.1/CP010231.1; plasmid A:NZ_CP010232.1/CP010232.1; plasmid B:NZ_CP010233.1/CP010233.1; plasmid C:NZ_CP010234.1/CP010234.1	-	4	5272	4833	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/365/GCF_001901365.1_ASM190136v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/365/GCA_001901365.1_ASM190136v1
Escherichia coli	S50	19668	SAMN03252457 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901405.1 	4.98172	50.7	chromosome:NZ_CP010238.1/CP010238.1; plasmid A:NZ_CP010239.1/CP010239.1	-	2	5239	4873	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/405/GCF_001901405.1_ASM190140v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/405/GCA_001901405.1_ASM190140v1
Escherichia coli	C7	19668	SAMN03252414 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901425.1 	5.37241	50.6861	chromosome:NZ_CP010240.1/CP010240.1; plasmid A:NZ_CP010241.1/CP010241.1	-	2	5698	5321	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/425/GCF_001901425.1_ASM190142v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/425/GCA_001901425.1_ASM190142v1
Escherichia coli	S56	19668	SAMN03252458 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901445.1 	4.99252	50.8244	chromosome:NZ_CP010242.1/CP010242.1; plasmid A:NZ_CP010243.1/CP010243.1; plasmid B:NZ_CP010244.1/CP010244.1; plasmid C:NZ_CP010245.1/CP010245.1	-	4	5171	4808	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/445/GCF_001901445.1_ASM190144v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/445/GCA_001901445.1_ASM190144v1
Escherichia coli	S10	19668	SAMN03252451 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001901465.1 	4.88621	50.8	chromosome:NZ_CP010229.1/CP010229.1	-	1	4991	4709	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/465/GCF_001901465.1_ASM190146v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/901/465/GCA_001901465.1_ASM190146v1
Escherichia coli	tolC-	19668	SAMN06115651 	PRJNA356505	Proteobacteria	Gammaproteobacteria	GCA_001932515.1 	4.7922	50.7	chromosome:NZ_CP018801.1/CP018801.1	-	1	4980	4637	2017/01/03	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/932/515/GCF_001932515.1_ASM193251v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/932/515/GCA_001932515.1_ASM193251v1
Escherichia coli	SLK172	19668	SAMN05853574 	PRJNA344951	Proteobacteria	Gammaproteobacteria	GCA_001936315.1 	5.77366	50.4392	chromosome:NZ_CP017631.1/CP017631.1; plasmid pSLK172-1:NZ_CP017632.1/CP017632.1; plasmid pSLK172-2:NZ_CP017633.1/CP017633.1	-	3	6155	5609	2017/01/05	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/315/GCF_001936315.1_ASM193631v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/315/GCA_001936315.1_ASM193631v1
Escherichia coli	WCHEC1613	19668	SAMN06197014 	PRJNA275512	Proteobacteria	Gammaproteobacteria	GCA_001969285.1 	5.12349	50.622	chromosome:NZ_CP019213.1/CP019213.1; plasmid pI1_WCHEC1613:NZ_CP019215.1/CP019215.1; plasmid pMCR_WCHEC1613:NZ_CP019214.1/CP019214.1; plasmid pP_WCHEC1613:NZ_CP019216.1/CP019216.1	-	4	5353	4856	2017/01/23	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/285/GCF_001969285.1_ASM196928v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/285/GCA_001969285.1_ASM196928v1
Escherichia coli	MGY	19668	SAMN06227049 	PRJNA361209	Proteobacteria	Gammaproteobacteria	GCA_001999185.1 	4.64328	50.8	chromosome:NZ_CP019629.1/CP019629.1	-	1	4786	4471	2017/02/14	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/185/GCF_001999185.1_ASM199918v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/185/GCA_001999185.1_ASM199918v1
Escherichia coli	NCTC86	19668	SAMN06314933 	PRJNA373816	Proteobacteria	Gammaproteobacteria	GCA_002007705.1 	5.11192	50.7	chromosome:NZ_CP019778.1/CP019778.1	-	1	5251	4813	2017/02/28	2017/03/02	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/705/GCF_002007705.1_ASM200770v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/705/GCA_002007705.1_ASM200770v1
Escherichia coli	MDR_56	19668	SAMN06344815 	PRJNA375745	Proteobacteria	Gammaproteobacteria	GCA_002009315.1 	5.46531	50.7798	chromosome:NZ_CP019903.1/CP019903.1; plasmid pMCR1-NY:NZ_CP019908.1/CP019908.1; plasmid unnamed1:NZ_CP019904.1/CP019904.1; plasmid unnamed2:NZ_CP019907.1/CP019907.1; plasmid unnamed3:NZ_CP019909.1/CP019909.1; plasmid unnamed4:NZ_CP019910.1/CP019910.1; plasmid unnamed5:NZ_CP019906.1/CP019906.1; plasmid unnamed6:NZ_CP019905.1/CP019905.1	-	8	5849	5327	2017/03/02	2017/03/08	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/315/GCF_002009315.1_ASM200931v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/315/GCA_002009315.1_ASM200931v1
Escherichia coli	Ecol_224	19668	SAMN05511177 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002011945.1 	5.2231	50.7285	chromosome:NZ_CP018948.1/CP018948.1; plasmid pEC224_1:NZ_CP018947.1/CP018947.1; plasmid pEC224_2:NZ_CP018946.1/CP018946.1; plasmid pEC224_4:NZ_CP018944.1/CP018944.1; plasmid pEC224_5:NZ_CP018943.1/CP018943.1; plasmid pEC224_6:NZ_CP018942.1/CP018942.1; plasmid pEC224_7:NZ_CP018941.1/CP018941.1; plasmid pEC224_8:NZ_CP018940.1/CP018940.1; plasmid pEC224_KPC:NZ_CP018945.1/CP018945.1	-	9	5551	5154	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/945/GCF_002011945.1_ASM201194v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/945/GCA_002011945.1_ASM201194v1
Escherichia coli	Ecol_276	19668	SAMN05511184 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002011965.1 	5.12631	50.7236	chromosome:NZ_CP018953.1/CP018953.1; plasmid pEC276_1:NZ_CP018952.1/CP018952.1; plasmid pEC276_2:NZ_CP018951.1/CP018951.1; plasmid pEC276_3:NZ_CP018950.1/CP018950.1; plasmid pEC276_KPC:NZ_CP018949.1/CP018949.1	-	5	5390	5045	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/965/GCF_002011965.1_ASM201196v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/965/GCA_002011965.1_ASM201196v1
Escherichia coli	Ecol_316	19668	SAMN05511183 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002011985.1 	5.47114	50.7822	chromosome:NZ_CP018957.1/CP018957.1; plasmid pEC316_2:NZ_CP018955.1/CP018955.1; plasmid pEC316_3:NZ_CP018954.1/CP018954.1; plasmid pEC316_KPC:NZ_CP018956.1/CP018956.1	-	4	5663	5294	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/985/GCF_002011985.1_ASM201198v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/985/GCA_002011985.1_ASM201198v1
Escherichia coli	Ecol_517	19668	SAMN05511179 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012005.1 	4.9681	50.6611	chromosome:NZ_CP018965.1/CP018965.1; plasmid pEC517_1:NZ_CP018964.1/CP018964.1; plasmid pEC517_KPC:NZ_CP018963.1/CP018963.1	-	3	5165	4753	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/005/GCF_002012005.1_ASM201200v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/005/GCA_002012005.1_ASM201200v1
Escherichia coli	Ecol_542	19668	SAMN05511186 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012025.1 	5.39532	50.8423	chromosome:NZ_CP018970.1/CP018970.1; plasmid pEC542_1:NZ_CP018969.1/CP018969.1; plasmid pEC542_3:NZ_CP018967.1/CP018967.1; plasmid pEC542_4:NZ_CP018966.1/CP018966.1; plasmid pEC542_KPC:NZ_CP018968.1/CP018968.1	-	5	5717	5321	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/025/GCF_002012025.1_ASM201202v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/025/GCA_002012025.1_ASM201202v1
Escherichia coli	Ecol_545	19668	SAMN05511169 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012045.1 	5.27603	50.6119	chromosome:NZ_CP018976.1/CP018976.1; plasmid pEC545_1:NZ_CP018975.1/CP018975.1; plasmid pEC545_3:NZ_CP018973.1/CP018973.1; plasmid pEC545_4:NZ_CP018972.1/CP018972.1; plasmid pEC545_5:NZ_CP018971.1/CP018971.1; plasmid pEC545_KPC:NZ_CP018974.1/CP018974.1	-	6	5461	5119	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/045/GCF_002012045.1_ASM201204v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/045/GCA_002012045.1_ASM201204v1
Escherichia coli	Ecol_656	19668	SAMN05511161 	PRJNA316786	Proteobacteria	Gammaproteobacteria	GCA_002012065.1 	5.40514	50.775	chromosome:NZ_CP018979.1/CP018979.1; plasmid pEC656_1:NZ_CP018978.1/CP018978.1; plasmid pEC656_KPC:NZ_CP018977.1/CP018977.1	-	3	5681	5324	2017/03/03	2017/03/06	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/065/GCF_002012065.1_ASM201206v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/065/GCA_002012065.1_ASM201206v1
